threshold,class,pred_bout_index,gt_bout_index,tiou,pred_start,pred_end,gt_start,gt_end,start_offset_frames,end_offset_frames,split,video_id,prediction_type,backbone,head,seed,model_name,track
0.5,attack,61,110,0.8125,9248,9343,9256,9333,-8,10,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,investigation,62,111,0.5517241379310345,9344,9359,9335,9363,9,-4,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,attack,63,112,0.9375,9360,9439,9365,9439,-5,0,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,attack,65,115,0.75,9472,9519,9478,9527,-6,-8,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,investigation,66,116,0.9125,9520,9759,9529,9747,-9,12,test_2,Mouse156_20151012_20-16-37,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,0,0,0.28125,0,63,6,23,-6,40,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,1,3,0.25,64,95,61,188,3,-93,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,4,4,0.28125,176,207,190,198,-14,9,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,5,5,0.2569444444444444,576,719,586,622,-10,97,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,6,13,0.325,976,1055,1028,1053,-52,2,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,7,16,0.525,1328,1407,1341,1382,-13,25,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,9,19,0.1212121212121212,1472,1487,1422,1479,50,8,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,10,20,0.425,1488,1519,1480,1504,8,15,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,12,26,0.53125,1552,1583,1567,1583,-15,0,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,14,30,0.3529411764705882,1616,1647,1636,1649,-20,-2,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,15,33,0.4117647058823529,1648,1679,1666,1681,-18,-2,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,16,34,0.3793103448275862,2400,2415,2405,2428,-5,-13,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,17,38,0.1,4048,4127,4055,4062,-7,65,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,0,0,0.28125,0,63,6,23,-6,40,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,attack,1,3,0.25,64,95,61,188,3,-93,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,4,4,0.28125,176,207,190,198,-14,9,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,5,5,0.2569444444444444,576,719,586,622,-10,97,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,6,13,0.325,976,1055,1028,1053,-52,2,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,7,16,0.525,1328,1407,1341,1382,-13,25,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,10,20,0.425,1488,1519,1480,1504,8,15,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,12,26,0.53125,1552,1583,1567,1583,-15,0,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,14,30,0.3529411764705882,1616,1647,1636,1649,-20,-2,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,attack,15,33,0.4117647058823529,1648,1679,1666,1681,-18,-2,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,16,34,0.3793103448275862,2400,2415,2405,2428,-5,-13,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,investigation,7,16,0.525,1328,1407,1341,1382,-13,25,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,investigation,12,26,0.53125,1552,1583,1567,1583,-15,0,test_2,Mouse156_20151124_21-53-46,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,0,0,0.109375,80,143,112,118,-32,25,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,1,3,0.5390625,528,655,538,606,-10,49,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,3,5,0.5,688,751,701,789,-13,-38,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,5,11,0.40625,2512,2607,2537,2575,-25,32,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,6,13,0.5,2608,2671,2617,2648,-9,23,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,7,14,0.890625,2672,2735,2673,2729,-1,6,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,8,15,0.8705882352941177,2736,2815,2731,2809,5,6,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,9,16,0.4477611940298507,3280,3327,3298,3346,-18,-19,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,10,17,0.3529411764705882,3328,3359,3348,3361,-20,-2,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,11,18,0.5272727272727272,3360,3407,3379,3414,-19,-7,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,12,19,0.9325153374233128,3408,3567,3416,3570,-8,-3,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,13,20,0.625,3600,3631,3611,3630,-11,1,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,14,21,1.0,3632,3647,3632,3647,0,0,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,15,22,0.4117647058823529,3648,3679,3666,3681,-18,-2,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,16,23,0.7619047619047619,4304,4319,4304,4324,0,-5,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,17,24,0.9605263157894736,4320,4623,4326,4617,-6,6,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,19,28,0.4583333333333333,5808,5855,5819,5840,-11,15,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,20,29,0.8802816901408451,5856,5983,5842,5980,14,3,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,21,31,0.15625,6400,6431,6426,6430,-26,1,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,22,36,0.34375,6864,6959,6906,6938,-42,21,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,23,39,0.21875,7136,7199,7180,7193,-44,6,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,24,40,0.2708333333333333,7216,7263,7232,7244,-16,19,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,30,48,0.6666666666666666,9792,9823,9800,9827,-8,-4,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,1,3,0.5390625,528,655,538,606,-10,49,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,3,5,0.5,688,751,701,789,-13,-38,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,5,11,0.40625,2512,2607,2537,2575,-25,32,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,attack,6,13,0.5,2608,2671,2617,2648,-9,23,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,7,14,0.890625,2672,2735,2673,2729,-1,6,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,attack,8,15,0.8705882352941177,2736,2815,2731,2809,5,6,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,9,16,0.4477611940298507,3280,3327,3298,3346,-18,-19,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,attack,10,17,0.3529411764705882,3328,3359,3348,3361,-20,-2,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,11,18,0.5272727272727272,3360,3407,3379,3414,-19,-7,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,attack,12,19,0.9325153374233128,3408,3567,3416,3570,-8,-3,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,13,20,0.625,3600,3631,3611,3630,-11,1,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,attack,14,21,1.0,3632,3647,3632,3647,0,0,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,15,22,0.4117647058823529,3648,3679,3666,3681,-18,-2,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,16,23,0.7619047619047619,4304,4319,4304,4324,0,-5,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,attack,17,24,0.9605263157894736,4320,4623,4326,4617,-6,6,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,19,28,0.4583333333333333,5808,5855,5819,5840,-11,15,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,attack,20,29,0.8802816901408451,5856,5983,5842,5980,14,3,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,22,36,0.34375,6864,6959,6906,6938,-42,21,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,24,40,0.2708333333333333,7216,7263,7232,7244,-16,19,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,30,48,0.6666666666666666,9792,9823,9800,9827,-8,-4,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,investigation,1,3,0.5390625,528,655,538,606,-10,49,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,investigation,3,5,0.5,688,751,701,789,-13,-38,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,attack,6,13,0.5,2608,2671,2617,2648,-9,23,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,investigation,7,14,0.890625,2672,2735,2673,2729,-1,6,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,attack,8,15,0.8705882352941177,2736,2815,2731,2809,5,6,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,investigation,11,18,0.5272727272727272,3360,3407,3379,3414,-19,-7,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,attack,12,19,0.9325153374233128,3408,3567,3416,3570,-8,-3,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,investigation,13,20,0.625,3600,3631,3611,3630,-11,1,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,attack,14,21,1.0,3632,3647,3632,3647,0,0,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,investigation,16,23,0.7619047619047619,4304,4319,4304,4324,0,-5,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,attack,17,24,0.9605263157894736,4320,4623,4326,4617,-6,6,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,attack,20,29,0.8802816901408451,5856,5983,5842,5980,14,3,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.5,investigation,30,48,0.6666666666666666,9792,9823,9800,9827,-8,-4,test_2,Mouse158_20151129_21-12-54,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,0,0,0.7,0,79,6,61,-6,18,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,1,1,0.3125,80,111,88,97,-8,14,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,2,2,0.4754098360655737,112,159,99,140,13,19,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,3,3,0.6875,176,255,178,232,-2,23,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,4,4,0.5333333333333333,256,271,248,277,8,-6,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,5,5,0.6875,272,335,279,322,-7,13,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,6,6,0.28125,336,431,353,379,-17,52,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,7,7,0.3855421686746988,432,463,381,463,51,0,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,8,8,0.7894736842105263,464,495,466,501,-2,-6,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,9,9,0.7946428571428571,496,607,502,590,-6,17,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,10,10,0.2040816326530612,608,639,591,617,17,22,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,11,12,0.5,1360,1471,1385,1440,-25,31,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,12,15,0.5113122171945701,1824,2031,1919,2044,-95,-13,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,14,16,0.7272727272727273,2048,2095,2045,2110,3,-15,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,16,20,0.4296875,2128,2255,2189,2243,-61,12,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,17,21,0.1525423728813559,2256,2271,2263,2314,-7,-43,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,19,22,0.7428571428571429,2320,2351,2317,2345,3,6,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,20,23,0.8421052631578947,2416,2543,2432,2548,-16,-5,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,21,25,0.8275862068965517,3824,3903,3832,3910,-8,-7,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,mount,22,26,0.2265625,3904,4031,3912,3940,-8,91,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,attack,23,28,0.463768115942029,4032,4095,3962,4099,70,-4,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,24,33,0.2298136645962732,4096,4255,4219,4256,-123,-1,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,26,37,0.625,5232,5263,5243,5262,-11,1,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,27,41,0.2475247524752475,5760,5855,5831,5860,-71,-5,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,28,45,0.2946428571428571,6656,6767,6714,6746,-58,21,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,29,46,0.903846153846154,6800,7007,6818,7005,-18,2,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.1,investigation,30,48,0.4285714285714285,7312,7327,7319,7332,-7,-5,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,attack,0,0,0.7,0,79,6,61,-6,18,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,1,1,0.3125,80,111,88,97,-8,14,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,attack,2,2,0.4754098360655737,112,159,99,140,13,19,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,attack,3,3,0.6875,176,255,178,232,-2,23,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,4,4,0.5333333333333333,256,271,248,277,8,-6,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,attack,5,5,0.6875,272,335,279,322,-7,13,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
0.25,investigation,6,6,0.28125,336,431,353,379,-17,52,test_2,Mouse159_20151129_20-48-38,smoothed_frames,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44,MobileNetV3 LSTM-256
